orf	Mw	PI	Protein.Length	GRAVY.Score	Aromaticity.Score	CAI	Codon.Bias	FOP.Score	Ala	Cys	Asp	Glu	Phe	Gly	His	Ile	Lys	Leu	Met	Asn	Pro	Gln	Arg	Ser	Thr	Val	Trp	Tyr	INSTABILITY.INDEX..II.	ALIPHATIC.INDEX	mRNA	abundance	density	occupancy	transcripthl	transcriptsyn	halflife	noise	hydro	AP	ID	tAI	GC	helix	sheet	coil	TF	kinase	PPI	ePPI
YBL113C	86974.6	6.89	792	-0.63	0.06	0.15	0.18	0.54	0.08459596	0.015151515	0.04040404	0.063131313	0.025252525	0.032828283	0.013888889	0.032828283	0.04040404	0.061868687	0.017676768	0.079545455	0.015151515	0.03030303	0.059343434	0.126262626	0.171717172	0.050505051	0.011363636	0.027777778	32.78	56.75	5.6	NA	0.13	0.58	NA	NA	NA	NA	0.189017	3532.16	0.57197	NA	0.468685	0.204545	0.0795455	0.715909	9	NA	18	0
YBL113W-A	18623.1	9.83	160	0.36	0.14	0.09	0.07	0.46	0.05	0.025	0.03125	0.0125	0.10625	0.0125	0.0375	0.06875	0.03125	0.1375	0.01875	0.03125	0.0625	0.075	0.05625	0.1	0.03125	0.075	0.00625	0.03125	52.89	99.78	NA	NA	NA	NA	NA	NA	NA	NA	0.693543	1971.16	0.1375	NA	0.449276	0.40625	0.175	0.41875	NA	NA	NA	0
YBR001C	89670.1	6.43	780	-0.54	0.12	0.12	0	0.42	0.06025641	0.008974359	0.06025641	0.074358974	0.043589744	0.064102564	0.023076923	0.05	0.062820513	0.094871795	0.021794872	0.053846154	0.05	0.026923077	0.058974359	0.065384615	0.055128205	0.048717949	0.015384615	0.061538462	42.11	71.52	0.4	11.28771238	0.3	0.76	11.45	7.12	29	NA	0.210454	2587.89	0.173077	0.3677785	0.393085	0.35641	0.0410256	0.602564	NA	1	23	2
YBR002C	32695	7.91	286	-0.32	0.08	0.11	0	0.42	0.055944056	0.017482517	0.052447552	0.094405594	0.048951049	0.062937063	0.024475524	0.06993007	0.073426573	0.104895105	0.024475524	0.034965035	0.027972028	0.01048951	0.076923077	0.073426573	0.055944056	0.055944056	0.013986014	0.020979021	38.65	85.04	1.3	13.13089227	0.35	0.63	4.65	36.8	NA	-1.722	0.313265	784.629	0.13986	0.3618241	0.421603	0.493007	0.0979021	0.409091	2	NA	54	24
YBR003W	52567.2	9.26	473	-0.25	0.06	0.14	0.09	0.47	0.073995772	0.010570825	0.057082452	0.059196617	0.035940803	0.050739958	0.031712474	0.071881607	0.071881607	0.1205074	0.016913319	0.044397463	0.057082452	0.027484144	0.059196617	0.090909091	0.046511628	0.052854123	0.00422833	0.016913319	46.08	94.8	0.8	10.60733031	0.21	0.66	10.32	17.22	64	3.364	0.345434	1784.76	0.173362	0.3706817	0.405064	0.560254	0	0.439746	2	NA	15	3
YBR004C	50779	9.81	433	0.43	0.2	0.15	0.07	0.47	0.050808314	0.018475751	0.020785219	0.023094688	0.103926097	0.030023095	0.011547344	0.092378753	0.057736721	0.129330254	0.009237875	0.046189376	0.043879908	0.034642032	0.032332564	0.101616628	0.046189376	0.053117783	0.032332564	0.062355658	37.95	99.53	1.1	NA	0.23	0.68	9.36	14.26	NA	NA	0.797218	12374.9	0.0577367	0.3746476	0.34255	0.605081	0	0.394919	NA	NA	2	0
YBR005W	23884.8	6.68	213	-0.57	0.09	0.07	-0.06	0.39	0.079812207	0.004694836	0.042253521	0.0657277	0.028169014	0.056338028	0.023474178	0.042253521	0.023474178	0.061032864	0.009389671	0.051643192	0.075117371	0.056338028	0.075117371	0.084507042	0.070422535	0.084507042	0.014084507	0.051643192	55.46	67.37	0.9	NA	0.47	0.77	6.13	4.8	NA	NA	0.386349	1818.67	0.366197	0.3094169	0.468848	0.225352	0.0187793	0.755869	NA	NA	2	0
YBR006W	54186.7	6.62	497	-0.05	0.09	0.2	0.21	0.55	0.084507042	0.022132797	0.038229376	0.072434608	0.048289738	0.078470825	0.014084507	0.060362173	0.07444668	0.08249497	0.018108652	0.046277666	0.052313883	0.018108652	0.030181087	0.06639839	0.070422535	0.080482897	0.00804829	0.034205231	29.98	84.56	NA	NA	0.72	0.72	20.63	2.56	31	NA	0.386579	1928.96	0.0503018	0.4262315	0.407631	0.364185	0.126761	0.509054	3	NA	64	0
YBR007C	82359.3	9.71	736	-0.91	0.07	0.12	-0.03	0.4	0.05298913	0.013586957	0.054347826	0.058423913	0.033967391	0.04076087	0.023097826	0.039402174	0.09375	0.086956522	0.020380435	0.077445652	0.059782609	0.029891304	0.048913043	0.137228261	0.077445652	0.016304348	0.005434783	0.029891304	45.44	57.39	0.4	8.558420713	0.14	0.67	6.09	9.75	20	NA	0.11448	697.627	0.547554	0.3366877	0.384442	0.210598	0.00679348	0.782609	7	NA	1	0
YBR008C	61624.3	6.31	548	0.41	0.15	0.16	0.12	0.49	0.076642336	0.027372263	0.034671533	0.047445255	0.076642336	0.069343066	0.01459854	0.065693431	0.02919708	0.114963504	0.027372263	0.034671533	0.052919708	0.018248175	0.04379562	0.062043796	0.056569343	0.076642336	0.018248175	0.052919708	40.14	95.34	1.7	NA	0.06	0.57	4.72	7.82	NA	NA	0.90218	13480.8	0.206204	0.3737933	0.412264	0.541971	0.0145985	0.443431	4	NA	29	1
YBR009C	11386.6	11.91	103	-0.5	0.06	0.73	0.82	0.89	0.058252427	0	0.029126214	0.038834951	0.019417476	0.155339806	0.019417476	0.067961165	0.106796117	0.087378641	0.009708738	0.009708738	0.009708738	0.019417476	0.13592233	0.058252427	0.058252427	0.077669903	0	0.038834951	50.02	85.96	17.3	18.99920729	0.96	0.77	12.18	266.89	62	51.343	0.245815	409.487	0.262136	0.6121586	0.426282	0.495146	0	0.504854	1	NA	208	68
YBR010W	15378.3	11.99	136	-0.68	0.05	0.62	0.76	0.86	0.117647059	0	0.029411765	0.051470588	0.036764706	0.051470588	0.014705882	0.051470588	0.117647059	0.095588235	0.007352941	0.007352941	0.036764706	0.058823529	0.125	0.073529412	0.066176471	0.044117647	0	0.014705882	46.21	76.01	45.5	17.7004939	1.14	0.76	11.9	161.7	NA	NA	0.19463	152.283	0.338235	0.5959219	0.43309	0.5	0.0367647	0.463235	1	1	108	28
YBR011C	32291.7	5.25	287	-0.52	0.1	0.62	0.69	0.83	0.076655052	0.003484321	0.083623693	0.066202091	0.038327526	0.055749129	0.020905923	0.094076655	0.101045296	0.059233449	0.010452962	0.055749129	0.069686411	0.024390244	0.020905923	0.045296167	0.066202091	0.048780488	0.020905923	0.038327526	23.49	77.44	12.3	16.0617087	0.81	0.91	120.33	54.93	883	7.112	0.230661	739.93	0.15331	0.5970714	0.425926	0.111498	0.229965	0.658537	1	NA	33	6
YBR012C	16066.1	6.74	139	-0.6	0.12	0.11	-0.15	0.36	0.043165468	0.043165468	0.057553957	0.050359712	0.028776978	0.050359712	0.021582734	0.050359712	0.050359712	0.071942446	0.021582734	0.115107914	0.014388489	0.043165468	0.050359712	0.100719424	0.028776978	0.064748201	0.014388489	0.079136691	41.02	65.46	0.3	NA	0.71	0.7	NA	NA	NA	NA	0.266005	416.709	0.107914	NA	0.335714	0.0935252	0.438849	0.467626	5	NA	NA	0
YBR012W-A	49069.1	8.1	440	-0.81	0.08	0.14	0.06	0.47	0.052272727	0.006818182	0.05	0.036363636	0.029545455	0.034090909	0.029545455	0.052272727	0.056818182	0.052272727	0.027272727	0.086363636	0.097727273	0.061363636	0.031818182	0.118181818	0.086363636	0.040909091	0.006818182	0.043181818	51.07	55.25	NA	NA	0.08	0.62	NA	NA	NA	NA	0.143213	594.655	0.527273	NA	0.409675	0.265909	0.00454545	0.729545	NA	NA	NA	0
YBR012W-B	198884.4	8.68	1756	-0.63	0.08	0.14	0.04	0.46	0.045558087	0.008542141	0.060364465	0.047266515	0.030182232	0.038724374	0.034168565	0.072323462	0.073462415	0.082574032	0.018223235	0.070615034	0.063211845	0.042710706	0.041571754	0.101936219	0.075170843	0.041571754	0.007972665	0.043849658	46.14	73.77	NA	NA	0.06	0.72	NA	NA	NA	NA	0.195153	5282.56	0.362187	NA	0.383229	0.211276	0.104784	0.683941	NA	NA	NA	0
YBR013C	14481.7	7.24	129	0.03	0.11	0.1	-0.09	0.39	0.069767442	0.03875969	0.023255814	0.03875969	0.03875969	0.03875969	0.015503876	0.085271318	0.03875969	0.124031008	0.023255814	0.11627907	0.023255814	0.03875969	0.023255814	0.093023256	0.069767442	0.031007752	0	0.069767442	41.3	94.64	0.4	NA	1.21	0.76	60.08	0.74	NA	NA	0.467339	2202.39	0	NA	0.330769	0.449612	0.108527	0.44186	5	NA	13	4
YBR014C	22559.4	5.88	203	-0.44	0.07	0.15	0.06	0.48	0.064039409	0.004926108	0.0591133	0.073891626	0.039408867	0.049261084	0.034482759	0.054187192	0.068965517	0.068965517	0.014778325	0.073891626	0.02955665	0.02955665	0.034482759	0.093596059	0.078817734	0.093596059	0.004926108	0.02955665	41.57	77.21	2.5	NA	0.77	0.86	21.1	9.98	NA	NA	0.38969	1652.08	0.330049	0.3956058	0.390523	0.325123	0.128079	0.546798	NA	NA	15	0
YBR015C	67766.3	6.17	597	-0.42	0.12	0.17	0.14	0.51	0.056951424	0.011725293	0.08040201	0.056951424	0.056951424	0.058626466	0.018425461	0.048576214	0.095477387	0.100502513	0.016750419	0.058626466	0.041876047	0.015075377	0.028475712	0.072026801	0.060301508	0.055276382	0.006700168	0.060301508	29.85	75.53	1.2	12.71639079	0.89	0.69	18.04	24.29	15	0.039	0.315041	4547.16	0.0820771	0.3932743	0.416388	0.355109	0.0703518	0.574539	3	NA	28	1
YBR016W	14617	7.33	128	-1.47	0.12	0.11	0.09	0.48	0.0546875	0.0390625	0.015625	0.0234375	0.0078125	0.109375	0.0234375	0.0078125	0.015625	0.03125	0.0234375	0.0859375	0.078125	0.2578125	0.0234375	0.046875	0.0234375	0.015625	0	0.1171875	63.29	22.43	3.3	10.78135971	1.21	0.83	12.79	51.01	98	NA	0.386593	207.093	0.726562	0.3532984	0.50646	0.164062	0	0.835938	3	NA	1	0
YBR017C	103614.9	4.25	918	-0.03	0.09	0.14	0.04	0.46	0.061002179	0.017429194	0.076252723	0.069716776	0.051198257	0.038126362	0.020697168	0.082788671	0.047930283	0.120915033	0.030501089	0.062091503	0.040305011	0.040305011	0.025054466	0.074074074	0.050108932	0.055555556	0.013071895	0.022875817	42.98	97.64	0.8	11.05663772	0.39	0.75	16.12	30.75	41	0.801	0.463582	7102.33	0.0511983	0.3796049	0.389554	0.74183	0	0.25817	2	NA	68	28
YBR018C	42385.5	7.64	366	-0.54	0.11	0.22	0.17	0.52	0.057377049	0.016393443	0.049180328	0.06557377	0.049180328	0.032786885	0.035519126	0.043715847	0.06284153	0.103825137	0.016393443	0.06284153	0.06284153	0.051912568	0.051912568	0.081967213	0.040983607	0.054644809	0.019125683	0.040983607	47.8	73.31	0.1	NA	0.09	0.51	NA	NA	NA	NA	0.21666	1288.5	0.125683	0.4082377	0.383288	0.245902	0.139344	0.614754	3	3	50	15
YBR019C	78182.9	5.8	699	-0.34	0.11	0.19	0.15	0.52	0.062947067	0.014306152	0.057224607	0.062947067	0.042918455	0.077253219	0.020028612	0.062947067	0.061516452	0.081545064	0.012875536	0.068669528	0.04434907	0.030042918	0.040057225	0.060085837	0.064377682	0.071530758	0.008583691	0.055793991	27.09	79.4	NA	NA	0.22	0.66	NA	NA	NA	NA	0.253836	2590.43	0.0214592	0.4133857	0.401905	0.194564	0.228898	0.576538	8	NA	41	11
YBR020W	57940.9	6.72	528	-0.09	0.09	0.19	0.19	0.54	0.089015152	0.026515152	0.045454545	0.064393939	0.049242424	0.060606061	0.020833333	0.045454545	0.071969697	0.090909091	0.018939394	0.054924242	0.049242424	0.022727273	0.03030303	0.085227273	0.045454545	0.085227273	0.005681818	0.037878788	37.68	82.93	0.2	NA	0.06	0.62	NA	NA	NA	NA	0.396549	4155.58	0.0530303	0.4243527	0.414619	0.397727	0.132576	0.469697	9	NA	15	3
YBR021W	71740.4	8	633	0.24	0.16	0.19	0.18	0.53	0.08056872	0.025276461	0.034755134	0.037914692	0.077409163	0.058451817	0.017377567	0.072669826	0.045813586	0.085308057	0.023696682	0.045813586	0.04107425	0.023696682	0.033175355	0.101105845	0.039494471	0.069510269	0.034755134	0.052132701	39.05	84.2	0.8	NA	0.16	0.63	5.2	7.36	NA	NA	0.663435	12560.2	0.0853081	0.3981832	0.399054	0.461295	0.0584518	0.480253	1	NA	47	15
YBR022W	19939	7.77	177	-0.33	0.11	0.12	-0.04	0.4	0.033898305	0.033898305	0.039548023	0.073446328	0.033898305	0.09039548	0.016949153	0.073446328	0.09039548	0.107344633	0.016949153	0.050847458	0.033898305	0.02259887	0.028248588	0.096045198	0.04519774	0.033898305	0.011299435	0.06779661	42.64	81.62	0.8	10.19229281	0.88	0.7	10.72	8.07	65	NA	0.320333	522.054	0.175141	0.3415619	0.38015	0.305085	0.19774	0.497175	1	NA	NA	0
YBR023C	131593.5	6.69	1165	-0.27	0.1	0.17	0.11	0.49	0.050643777	0.01888412	0.072103004	0.046351931	0.04806867	0.053218884	0.019742489	0.062660944	0.071244635	0.087553648	0.025751073	0.050643777	0.0472103	0.030042918	0.039484979	0.090128755	0.062660944	0.068669528	0.019742489	0.035193133	38.76	79.35	2.1	10.56033283	0.13	0.59	16.5	22.22	49	NA	0.449795	12482.8	0.325322	0.3841465	0.391652	0.28412	0.0824034	0.633476	1	NA	79	7
YBR024W	34891.9	8.24	301	-0.58	0.13	0.15	0.09	0.47	0.049833887	0.023255814	0.069767442	0.066445183	0.066445183	0.063122924	0.013289037	0.059800664	0.069767442	0.096345515	0.003322259	0.03986711	0.053156146	0.03654485	0.07641196	0.07641196	0.03986711	0.029900332	0.009966777	0.056478405	50.39	69.92	0.7	10.53138146	0.52	0.76	10.7	7.13	13	NA	0.272876	2643.97	0.272425	0.3743846	0.399559	0.372093	0.139535	0.488372	1	NA	14	0
YBR025C	44174.5	7.5	394	-0.29	0.07	0.57	0.64	0.8	0.076142132	0.015228426	0.060913706	0.083756345	0.035532995	0.063451777	0.017766497	0.088832487	0.096446701	0.088832487	0.020304569	0.035532995	0.045685279	0.032994924	0.04822335	0.053299492	0.040609137	0.063451777	0.007614213	0.025380711	35.72	91.03	12.3	15.16741815	0.59	0.79	42.2	66.51	136	-0.671	0.312098	1591.59	0.071066	0.5736068	0.39578	0.395939	0.14467	0.459391	2	NA	70	28
YBR026C	42074.3	9.49	380	-0.39	0.08	0.17	0.15	0.52	0.05	0.005263158	0.055263158	0.05	0.028947368	0.063157895	0.013157895	0.065789474	0.097368421	0.084210526	0.015789474	0.063157895	0.036842105	0.036842105	0.026315789	0.107894737	0.073684211	0.076315789	0.015789474	0.034210526	29.83	82.81	1	10.60733031	0.61	0.83	36.7	6.28	23	NA	0.267629	158.796	0.0736842	0.3929413	0.386701	0.268421	0.2	0.531579	NA	NA	42	4
YBR027C	12848.6	9.15	110	0.55	0.14	0.1	-0.05	0.41	0.009090909	0.063636364	0.018181818	0.018181818	0.081818182	0.072727273	0.036363636	0.136363636	0.045454545	0.136363636	0.018181818	0.072727273	0.027272727	0.027272727	0.054545455	0.027272727	0.054545455	0.045454545	0.018181818	0.036363636	38.37	114.78	0.1	NA	1.41	0.73	NA	NA	NA	NA	0.851289	2860.21	0.0363636	NA	0.342342	0.109091	0.509091	0.381818	NA	NA	NA	0
YBR028C	59593	7.94	525	-0.57	0.09	0.15	0.05	0.46	0.04952381	0.00952381	0.062857143	0.064761905	0.038095238	0.053333333	0.026666667	0.064761905	0.087619048	0.100952381	0.017142857	0.068571429	0.041904762	0.024761905	0.041904762	0.095238095	0.057142857	0.04	0.007619048	0.047619048	40.61	77.66	0.6	10.52160044	0.19	0.67	8.17	16.6	64	-0.818	0.2486	838.395	0.35619	0.3793803	0.38213	0.20381	0.072381	0.72381	NA	NA	24	3
YBR029C	51832.3	8.74	457	0.39	0.14	0.17	0.15	0.52	0.052516411	0.026258206	0.032822757	0.041575492	0.098468271	0.052516411	0.026258206	0.087527352	0.072210066	0.118161926	0.015317287	0.043763676	0.035010941	0.019693654	0.021881838	0.065645514	0.083150985	0.06345733	0.010940919	0.032822757	21.5	99.41	2.1	NA	0.34	0.64	9.72	35.9	NA	NA	0.706254	10379.2	0.131291	0.3891006	0.385007	0.579869	0	0.420131	4	NA	46	17
YBR030W	62541	4.27	552	-0.48	0.09	0.15	0.05	0.46	0.057971014	0.016304348	0.086956522	0.106884058	0.045289855	0.045289855	0.027173913	0.057971014	0.070652174	0.110507246	0.016304348	0.054347826	0.03442029	0.023550725	0.027173913	0.094202899	0.036231884	0.047101449	0.016304348	0.025362319	48.37	81.21	0.2	12.94397991	0.18	0.63	5.22	13.24	37	NA	0.254523	2725	0.117754	0.365461	0.404461	0.403986	0.0525362	0.543478	4	NA	23	13
YBR031W	39126.9	11.33	362	-0.31	0.06	0.8	0.93	0.96	0.124309392	0.002762431	0.019337017	0.044198895	0.022099448	0.077348066	0.027624309	0.041436464	0.08839779	0.077348066	0.008287293	0.044198895	0.046961326	0.033149171	0.069060773	0.069060773	0.077348066	0.093922652	0.016574586	0.016574586	32.95	81.66	44.6	NA	0.64	0.85	50.99	148.41	NA	NA	0.324656	1631.71	0.301105	0.6310336	0.481175	0.339779	0.0911602	0.569061	NA	NA	273	117
YBR032W	11483.3	5.62	100	-0.08	0.12	0.09	0.01	0.41	0.05	0.02	0.04	0.05	0.05	0.05	0.02	0.05	0.03	0.16	0.02	0.07	0.05	0.07	0.04	0.07	0.04	0.05	0.01	0.06	33.03	96.32	0.3	NA	2.31	0.58	NA	NA	NA	NA	0.410771	624.571	0.01	NA	0.432343	0.23	0.3	0.47	1	NA	NA	0
YBR033W	103416.6	8.73	919	-0.39	0.08	0.12	0	0.43	0.044613711	0.027203482	0.042437432	0.0609358	0.046789989	0.051142546	0.016322089	0.070729053	0.072905332	0.0914037	0.022850925	0.07508161	0.04570185	0.039173014	0.050054407	0.107725789	0.051142546	0.048966268	0.004352557	0.0304679	49.1	78.91	0.1	NA	0.17	0.71	NA	NA	NA	NA	0.320332	6621.34	0.360174	0.3358933	0.386594	0.290533	0.0174102	0.692057	1	NA	2	0
YBR034C	39771.3	5.15	348	-0.38	0.11	0.27	0.29	0.6	0.040229885	0.00862069	0.083333333	0.068965517	0.051724138	0.060344828	0.034482759	0.07183908	0.08045977	0.086206897	0.028735632	0.051724138	0.037356322	0.020114943	0.028735632	0.07183908	0.054597701	0.063218391	0.011494253	0.045977011	38.11	79.43	3.4	15.19844504	0.1	0.54	9.14	48.37	43	-1.234	0.294949	993.508	0.112069	0.4603956	0.405921	0.183908	0.293103	0.522989	NA	NA	123	61
YBR035C	26908.5	7.67	228	-0.87	0.11	0.24	0.32	0.62	0.057017544	0.004385965	0.065789474	0.096491228	0.057017544	0.039473684	0.01754386	0.061403509	0.070175439	0.065789474	0.004385965	0.039473684	0.061403509	0.039473684	0.092105263	0.052631579	0.074561404	0.043859649	0.030701754	0.026315789	33.38	61.68	2.7	NA	0.68	0.83	32	10.25	NA	NA	0.188291	675.623	0.166667	0.4464068	0.43377	0.232456	0.258772	0.508772	2	NA	26	6
YBR036C	45442.5	7.33	410	0.38	0.1	0.14	0.17	0.53	0.058536585	0.017073171	0.034146341	0.036585366	0.056097561	0.058536585	0.009756098	0.087804878	0.043902439	0.119512195	0.036585366	0.06097561	0.041463415	0.026829268	0.026829268	0.1	0.063414634	0.073170732	0.019512195	0.029268293	35.56	105.28	2.7	NA	0.87	0.68	13.2	24.87	31	-0.224	0.800139	11171.5	0.170732	0.3601685	0.433901	0.387805	0.153659	0.458537	2	NA	82	12
YBR037C	33174.3	9.46	295	-0.36	0.12	0.11	0.03	0.43	0.057627119	0.013559322	0.050847458	0.057627119	0.06779661	0.088135593	0.013559322	0.037288136	0.084745763	0.111864407	0.010169492	0.044067797	0.057627119	0.030508475	0.050847458	0.06779661	0.047457627	0.054237288	0.010169492	0.044067797	29.07	76.04	0.4	11.31628153	0.53	0.74	8.33	6.83	74	NA	0.328471	3143.61	0.254237	0.353311	0.449324	0.379661	0.149153	0.471186	2	NA	18	0
YBR038W	109894.8	8.86	963	-0.26	0.12	0.17	0.15	0.52	0.068535826	0.012461059	0.049844237	0.05192108	0.059190031	0.046728972	0.021806854	0.055036345	0.063343718	0.092419522	0.024922118	0.05192108	0.044652129	0.037383178	0.050882658	0.092419522	0.05192108	0.062305296	0.017653167	0.044652129	43.16	76.99	1	NA	0.37	0.64	9.4	14.12	NA	NA	0.437122	13401.1	0.299065	0.3951452	0.403182	0.312565	0.0841121	0.603323	2	2	11	2
YBR039W	34360	9.85	311	-0.31	0.05	0.34	0.42	0.68	0.102893891	0.006430868	0.048231511	0.057877814	0.025723473	0.041800643	0.012861736	0.090032154	0.090032154	0.077170418	0.035369775	0.067524116	0.035369775	0.035369775	0.045016077	0.080385852	0.07073955	0.048231511	0	0.028938907	34.38	85.96	5.3	14.77828251	NA	NA	23.02	31.57	NA	13.96	0.255059	914.439	0.144695	0.5130411	0.391026	0.553055	0.0836013	0.363344	3	4	31	7
YBR040W	33788.1	9.88	298	0.42	0.12	0.13	0.02	0.44	0.05033557	0.013422819	0.030201342	0.020134228	0.060402685	0.026845638	0.010067114	0.093959732	0.060402685	0.127516779	0.033557047	0.067114094	0.033557047	0.020134228	0.030201342	0.124161074	0.05704698	0.077181208	0.016778523	0.046979866	44.14	108.93	0.1	NA	1.19	0.69	NA	NA	NA	NA	0.826691	7763.39	0.137584	0.3636335	0.348941	0.449664	0.100671	0.449664	7	NA	35	3
YBR041W	77147.6	8.52	669	-0.17	0.13	0.19	0.16	0.53	0.056801196	0.013452915	0.053811659	0.052316891	0.062780269	0.056801196	0.022421525	0.065769806	0.070254111	0.103139013	0.020926756	0.044843049	0.040358744	0.040358744	0.044843049	0.056801196	0.061285501	0.062780269	0.019431988	0.050822123	35.77	83.79	1.7	14.04473563	NA	NA	20.66	10.68	NA	NA	0.36955	5971.2	0.0179372	0.4158708	0.377114	0.360239	0.171898	0.467862	2	NA	29	6
YBR042C	45529.6	9.8	397	-0.01	0.12	0.13	0.03	0.45	0.04534005	0.010075567	0.037783375	0.052896725	0.050377834	0.052896725	0.022670025	0.100755668	0.088161209	0.123425693	0.010075567	0.04534005	0.040302267	0.025188917	0.037783375	0.085642317	0.050377834	0.052896725	0.022670025	0.04534005	33.68	102.34	2	10.97297979	0.25	0.76	15.46	11.21	NA	NA	0.53614	5192.72	0.11335	0.3568956	0.371022	0.433249	0.138539	0.428212	2	NA	6	1
YBR043C	77288.4	7.84	689	-0.06	0.11	0.12	0.07	0.46	0.068214804	0.008708273	0.043541364	0.050798258	0.040638607	0.06095791	0.014513788	0.068214804	0.044992743	0.108853411	0.027576197	0.047895501	0.044992743	0.034833091	0.050798258	0.09724238	0.058055152	0.063860668	0.017416546	0.047895501	36.64	90.35	0.8	8.124121312	0.14	0.62	7.29	16.41	30	NA	0.589662	13444.2	0.285922	0.3489548	0.409179	0.478955	0.0101597	0.510885	3	NA	3	0
YBR044C	64267.8	9.21	572	-0.31	0.07	0.13	0.04	0.45	0.054195804	0.020979021	0.052447552	0.054195804	0.024475524	0.047202797	0.013986014	0.073426573	0.087412587	0.111888112	0.019230769	0.08041958	0.041958042	0.020979021	0.045454545	0.082167832	0.059440559	0.061188811	0.003496503	0.045454545	40.5	91.87	0.3	NA	0.17	0.67	7.74	9.85	NA	NA	0.308088	1873.16	0.0732984	NA	0.390244	0.438045	0.123909	0.438045	2	NA	24	9
YBR045C	73327.2	4.84	639	-1	0.08	0.14	-0.04	0.41	0.034428795	0.015649452	0.092331768	0.092331768	0.046948357	0.029733959	0.020344288	0.046948357	0.081377152	0.07198748	0.012519562	0.061032864	0.03599374	0.031298905	0.059467919	0.129890454	0.067292645	0.034428795	0.00312989	0.03286385	50.16	56.5	NA	NA	NA	NA	NA	NA	NA	NA	0.0788377	76.6995	0.396161	0.3666544	0.364111	0.211169	0.0279232	0.760908	NA	NA	9	3
YBR046C	37023.9	9.1	334	-0.15	0.11	0.16	0.13	0.51	0.074850299	0.005988024	0.04491018	0.068862275	0.038922156	0.080838323	0.005988024	0.074850299	0.101796407	0.095808383	0.008982036	0.035928144	0.041916168	0.02994012	0.026946108	0.068862275	0.050898204	0.074850299	0.002994012	0.065868263	29.37	92.15	0.8	NA	0.7	0.82	55.67	1.46	2	2.676	0.338033	2222.16	0.0269461	0.3999263	0.390049	0.290419	0.224551	0.48503	3	NA	24	0
YBR047W	20512.8	7.79	175	-0.42	0.1	0.15	0.06	0.47	0.028571429	0.005714286	0.062857143	0.085714286	0.068571429	0.028571429	0.04	0.068571429	0.097142857	0.097142857	0.017142857	0.051428571	0.045714286	0.028571429	0.051428571	0.068571429	0.034285714	0.085714286	0	0.034285714	38.27	85.15	0.2	11.0768156	0.89	0.76	24.97	1.31	NA	NA	0.307461	232.563	0.125714	0.3389107	0.367424	0.514286	0.0742857	0.411429	3	NA	18	1
YBR048W	17775.3	11.44	156	-0.46	0.1	0.73	0.85	0.92	0.064102564	0.012820513	0.012820513	0.025641026	0.051282051	0.057692308	0.032051282	0.064102564	0.128205128	0.032051282	0.012820513	0.044871795	0.051282051	0.038461538	0.076923077	0.057692308	0.083333333	0.108974359	0.006410256	0.038461538	53.32	68.73	15	10.22881869	0.64	0.84	29.67	119.7	19	NA	0.302749	116.569	0.339744	0.5997851	0.437368	0.102564	0.333333	0.564103	6	NA	213	77
YBR049C	91825.5	4.76	810	-1.2	0.04	0.2	0.09	0.49	0.072839506	0.007407407	0.116049383	0.067901235	0.011111111	0.032098765	0.035802469	0.043209877	0.077777778	0.07037037	0.020987654	0.10617284	0.019753086	0.065432099	0.044444444	0.097530864	0.037037037	0.040740741	0.013580247	0.019753086	46.84	59.11	1.6	12.87459719	0.29	0.67	7.9	13.76	12	-0.066	0.126907	1079.97	0.580247	0.4261423	0.387177	0.362963	0	0.637037	3	NA	54	24
YBR050C	38751	8.28	338	-0.76	0.08	0.14	0.02	0.45	0.053254438	0.020710059	0.079881657	0.053254438	0.041420118	0.020710059	0.026627219	0.059171598	0.082840237	0.076923077	0.017751479	0.094674556	0.041420118	0.029585799	0.059171598	0.103550296	0.056213018	0.047337278	0.01183432	0.023668639	46.04	67.56	0.6	NA	0.29	0.67	NA	NA	NA	NA	0.24213	754.116	0.349112	0.3507943	0.391347	0.221893	0.0650888	0.713018	2	NA	12	2
