orf,localization,GPI,First signal position,SRP dependent,Loop,ORF length (codons),Signal to stop codon length,Pronounced direct SRP binding,Position of direct SRP binding,SRP binding unambiguously assigned,SRP prerecruitment
YGL167C,Exception,No,,,No,950,,,,,
YGL168W,TMD,No,11,Dependent,,110,99,,,,
YGL169W,Cytonuclear,No,,,,426,,,,,
YGL170C,Cytonuclear,No,,,,413,,,,,
YGL171W,Cytonuclear,No,,,,564,,,,,
YGL172W,Exception,No,,,,472,,,,,
YGL173C,Cytonuclear,No,,,,1528,,,,,
YGL174W,Cytonuclear,No,,,,266,,,,,
YGL175C,Cytonuclear,No,,,,345,,,,,
YGL176C,Cytonuclear,No,,,,554,,,,,
YGL178W,Cytonuclear,No,,,,859,,,,,
YGL179C,Cytonuclear,No,,,,560,,,,,
YGL180W,Cytonuclear,No,,,,897,,,,,
YGL181W,Cytonuclear,No,,,,396,,,,,
YGL183C,Cytonuclear,No,,,,219,,,,,
YGL184C,Cytonuclear,No,,,,465,,,,,
YGL185C,Cytonuclear,No,,,,379,,,,,
YGL186C,TMD,No,90,,No,579,489,No,,,Yes
YGL187C,mito,No,,,,155,,,,,
YGL188C-A,Cytonuclear,No,,,,46,,,,,
YGL189C,Cytonuclear,No,,,,119,,,,,
YGL190C,Cytonuclear,No,,,,526,,,,,
YGL191W,Exception,No,,,,129,,,,,
YGL192W,Cytonuclear,No,,,,600,,,,,
YGL193C,Cytonuclear,No,,,,103,,,,,
YGL194C,Cytonuclear,No,,,,452,,,,,
YGL194C-A,TMD,No,13,Dependent,No,80,67,,,,
YGL195W,Exception,No,,,,2672,,,,,
YGL196W,Cytonuclear,No,,,,428,,,,,
YGL197W,Exception,No,,,,1487,,,,,
YGL198W,Exception,No,,,No,235,,,,,
YGL200C,Exception,No,,Independent,No,203,,,,,
YGL201C,Cytonuclear,No,,,,1017,,,,,
YGL202W,Cytonuclear,No,,,,500,,,,,
YGL203C,SSTMD,No,6,Independent,Yes,729,723,No,,,Yes
YGL204C,Exception,No,,,,101,,,,,
YGL205W,Cytonuclear,No,,,,748,,,,,
YGL206C,Cytonuclear,No,,,,1653,,,,,
YGL207W,Cytonuclear,No,,,,1035,,,,,
YGL208W,Cytonuclear,No,,,,415,,,,,
YGL209W,Cytonuclear,No,,,,382,,,,,
YGL210W,Cytonuclear,No,,,,222,,,,,
YGL211W,mito,No,,,,359,,,,,
YGL212W,Cytonuclear,No,,,,316,,,,,
YGL213C,Cytonuclear,No,,,,397,,,,,
YGL215W,Cytonuclear,No,,,,452,,,,,
YGL216W,Cytonuclear,No,,,,805,,,,,
YGL219C,mito,No,,,,459,,,,,
YGL220W,Cytonuclear,No,,,,120,,,,,
YGL221C,mito,No,,,,288,,,,,
YGL222C,Cytonuclear,No,,,,175,,,,,
YGL223C,Cytonuclear,No,,,,417,,,,,
YGL224C,Cytonuclear,No,,,,280,,,,,
YGL225W,Exception,No,,Dependent,No,337,,,,,
YGL226C-A,TMD,No,27,Dependent,,86,59,Yes,81,No,Yes
YGL226W,mito,No,,,,123,,,,,
YGL227W,Cytonuclear,No,,,,958,,,,,
YGL228W,SS,No,7,,,577,570,No,,,Yes
YGL229C,Cytonuclear,No,,,,818,,,,,
YGL230C,TMD,No,84,,,147,63,,,,
YGL231C,Exception,No,,,No,190,,,,,
YGL232W,Cytonuclear,No,,,,289,,,,,
YGL233W,Cytonuclear,No,,,,910,,,,,
YGL234W,Cytonuclear,No,,,,802,,,,,
YGL235W,Cytonuclear,No,,,,178,,,,,
YGL236C,Exception,No,,,,669,,,,,
YGL237C,Cytonuclear,No,,,,265,,,,,
YGL238W,Cytonuclear,No,,,,960,,,,,
YGL240W,Cytonuclear,No,,,,250,,,,,
YGL241W,Cytonuclear,No,,,,1004,,,,,
YGL242C,Cytonuclear,No,,,,181,,,,,
YGL243W,Cytonuclear,No,,,,400,,,,,
YGL244W,Cytonuclear,No,,,,558,,,,,
YGL245W,Exception,No,,,,708,,,,,
YGL246C,Cytonuclear,No,,,,387,,,,,
YGL247W,TMD,No,51,Dependent,,197,146,No,,,Yes
YGL248W,Cytonuclear,No,,,,369,,,,,
YGL249W,Cytonuclear,No,,,,704,,,,,
YGL250W,Cytonuclear,No,,,,241,,,,,
YGL251C,Cytonuclear,No,,,,1187,,,,,
YGL252C,Cytonuclear,No,,,,588,,,,,
YGL253W,Cytonuclear,No,,,,486,,,,,
YGL254W,Cytonuclear,No,,,,299,,,,,
YGL255W,TMD,No,47,Dependent,No,376,329,Yes,118,No,Yes
YGL256W,mito,No,,,,382,,,,,
YGL257C,SS,No,7,Dependent,,558,551,Yes,68,Yes,Yes
YGL258W,SS,No,3,,,206,203,,,,
YGL258W-A,Cytonuclear,No,,,,77,,,,,
YGL259W,SS,No,3,Independent,,165,162,,,,
YGL260W,Exception,No,,,,76,,,,,
YGL261C,SS,No,4,Independent,,113,109,,,,
YGL262W,Cytonuclear,No,,,,175,,,,,
YGL263W,Exception,No,,Dependent,,380,,,,,
YGR001C,Cytonuclear,No,,,,248,,,,,
YGR002C,Cytonuclear,No,,,,476,,,,,
YGR003W,Cytonuclear,No,,,,744,,,,,
YGR004W,Exception,No,,,,462,,,,,
YGR005C,Cytonuclear,No,,,,400,,,,,
YGR006W,Cytonuclear,No,,,,251,,,,,
YGR007W,Cytonuclear,No,,,,323,,,,,
YGR008C,Cytonuclear,No,,,,84,,,,,
YGR009C,Cytonuclear,No,,,,651,,,,,
YGR010W,Cytonuclear,No,,,,395,,,,,
YGR012W,mito,No,,,,393,,,,,
YGR013W,Cytonuclear,No,,,,620,,,,,
YGR014W,SSTMD,No,5,Independent,No,1306,1301,No,,,Yes
YGR015C,mito,No,,,,328,,,,,
YGR016W,TMD,No,56,Dependent,,190,134,No,,,Yes
YGR017W,Cytonuclear,No,,,,297,,,,,
YGR018C,Cytonuclear,No,,,,109,,,,,
YGR019W,Cytonuclear,No,,,,471,,,,,
YGR020C,Cytonuclear,No,,,,118,,,,,
YGR021W,mito,No,,,,290,,,,,
YGR023W,SSTMD,No,21,Independent,,551,530,No,,,Yes
YGR024C,Cytonuclear,No,,,,237,,,,,
YGR026W,TMD,No,31,Dependent,No,278,247,Yes,101,Yes,Yes
YGR027C,Cytonuclear,No,,,,108,,,,,
YGR027W-A,Cytonuclear,No,,,,440,,,,,
YGR027W-B,Cytonuclear,No,,,,1755,,,,,
YGR028W,mito,No,,,,362,,,,,
YGR029W,Cytonuclear,No,,,,189,,,,,
YGR030C,Cytonuclear,No,,,,158,,,,,
YGR031C-A,Exception,No,,,,163,,,,,
YGR031W,mito,No,,,,342,,,,,
YGR032W,Exception,No,,,Yes,1895,,,,,
YGR033C,mito,No,,,,239,,,,,
YGR034W,Cytonuclear,No,,,,127,,,,,
YGR035C,Cytonuclear,No,,,,116,,,,,
YGR035W-A,Exception,No,,,,73,,,,,
YGR036C,TMD,No,31,Dependent,Yes,239,208,Yes,96,Yes,Yes
YGR037C,Cytonuclear,No,,,,87,,,,,
YGR038C-A,Cytonuclear,No,,,,440,,,,,
YGR038C-B,Cytonuclear,No,,,,1755,,,,,
YGR038W,TMD,No,85,,Yes,222,137,Yes,136,No,No
YGR040W,Cytonuclear,No,,,,368,,,,,
YGR041W,TMD,No,461,,,547,86,,,,
YGR042W,Cytonuclear,No,,,,271,,,,,
YGR043C,Cytonuclear,No,,,,333,,,,,
YGR044C,Cytonuclear,No,,,,300,,,,,
YGR046W,mito,No,,,,385,,,,,
YGR047C,Exception,No,,,,1025,,,,,
YGR048W,Cytonuclear,No,,,,361,,,,,
YGR049W,mito,No,,Dependent,Yes,187,,,,,
YGR050C,Cytonuclear,No,,,,118,,,,,
YGR052W,Exception,No,,,,369,,,,,
YGR053C,Cytonuclear,No,,,,283,,,,,
YGR054W,Cytonuclear,No,,,,642,,,,,
YGR055W,Exception,No,,,No,574,,,,,
YGR056W,Cytonuclear,No,,,,928,,,,,
YGR057C,Cytonuclear,No,,,,242,,,,,
YGR058W,Cytonuclear,No,,,,335,,,,,
YGR059W,Cytonuclear,No,,,,512,,,,,
YGR060W,Exception,No,,Dependent,No,309,,,,,
YGR061C,Cytonuclear,No,,,,1358,,,,,
YGR062C,mito,No,,,,316,,,,,
YGR063C,Cytonuclear,No,,,,102,,,,,
YGR065C,TMD,No,121,,Yes,593,472,Yes,277,No,Yes
YGR066C,Cytonuclear,No,,,,292,,,,,
YGR067C,Cytonuclear,No,,,,804,,,,,
YGR068C,Cytonuclear,No,,,,586,,,,,
YGR070W,Cytonuclear,No,,,,1155,,,,,
YGR071C,Cytonuclear,No,,,,860,,,,,
YGR072W,Cytonuclear,No,,,,387,,,,,
YGR074W,Cytonuclear,No,,,,146,,,,,
YGR075C,Cytonuclear,No,,,,242,,,,,
YGR076C,mito,No,,,,157,,,,,
YGR077C,Cytonuclear,No,,,,589,,,,,
YGR078C,Cytonuclear,No,,,,199,,,,,
YGR079W,TMD,No,10,Dependent,Yes,370,360,,,,
YGR080W,Cytonuclear,No,,,,332,,,,,
YGR081C,Cytonuclear,No,,,,210,,,,,
YGR082W,mito,No,,,,183,,,,,
YGR083C,Cytonuclear,No,,,,651,,,,,
YGR084C,mito,No,,,,339,,,,,
YGR085C,Cytonuclear,No,,,,174,,,,,
YGR086C,Cytonuclear,No,,,,339,,,,,
YGR087C,Cytonuclear,No,,,,563,,,,,
YGR088W,Cytonuclear,No,,,,562,,,,,
YGR089W,TMD,No,39,Dependent,,936,897,No,,,Yes
YGR090W,Cytonuclear,No,,,,1237,,,,,
YGR091W,Cytonuclear,No,,,,494,,,,,
YGR092W,Cytonuclear,No,,,,572,,,,,
YGR093W,Cytonuclear,No,,,,507,,,,,
YGR094W,Cytonuclear,No,,,,1104,,,,,
YGR095C,Cytonuclear,No,,,,223,,,,,
YGR096W,mito,No,,,,314,,,,,
YGR097W,Cytonuclear,No,,,,1146,,,,,
YGR098C,Cytonuclear,No,,,,1630,,,,,
YGR099W,Cytonuclear,No,,,,688,,,,,
YGR100W,Cytonuclear,No,,,,950,,,,,
YGR101W,mito,No,,,,346,,,,,
YGR102C,mito,No,,,,183,,,,,
YGR103W,Cytonuclear,No,,,,605,,,,,
YGR104C,Cytonuclear,No,,,,307,,,,,
YGR105W,TMD,No,11,Dependent,No,77,66,Yes,75,No,No
YGR106C,SSTMD,No,6,Independent,No,265,259,No,,,Yes
YGR108W,Exception,No,,,,471,,,,,
YGR109C,Cytonuclear,No,,,,380,,,,,
YGR109W-A,Cytonuclear,No,,,,290,,,,,
YGR109W-B,Cytonuclear,No,,,,1547,,,,,
YGR110W,Cytonuclear,No,,,,445,,,,,
YGR111W,Cytonuclear,No,,,,400,,,,,
YGR112W,mito,No,,,,389,,,,,
YGR113W,Cytonuclear,No,,,,343,,,,,
YGR116W,Cytonuclear,No,,,,1451,,,,,
YGR117C,Cytonuclear,No,,,,476,,,,,
YGR118W,Cytonuclear,No,,,,145,,,,,
YGR119C,Cytonuclear,No,,,,541,,,,,
YGR120C,Cytonuclear,No,,,,262,,,,,
YGR121C,TMD,No,19,Dependent,,492,473,,,,
YGR121W-A,Cytonuclear,No,,,,71,,,,,
YGR122W,Cytonuclear,No,,,,402,,,,,
YGR123C,Cytonuclear,No,,,,513,,,,,
YGR124W,Cytonuclear,No,,,,572,,,,,
YGR125W,TMD,No,209,,,1036,827,No,,,Yes
YGR126W,Cytonuclear,No,,,,230,,,,,
YGR127W,Cytonuclear,No,,,,312,,,,,
YGR128C,Cytonuclear,No,,,,713,,,,,
YGR129W,Cytonuclear,No,,,,215,,,,,
YGR130C,Cytonuclear,No,,,,816,,,,,
YGR131W,TMD,No,10,Dependent,,174,164,,,,
YGR132C,mito,No,,,,287,,,,,
YGR133W,Cytonuclear,No,,,,183,,,,,
YGR134W,Exception,No,,,,1122,,,,,
YGR135W,Cytonuclear,No,,,,258,,,,,
YGR136W,Cytonuclear,No,,,,241,,,,,
YGR138C,TMD,No,173,,,614,441,,,,
YGR140W,Exception,No,,,,956,,,,,
YGR141W,TMD,No,14,Dependent,No,467,453,No,,,Yes
YGR142W,Cytonuclear,No,,,,410,,,,,
YGR143W,TMD,No,290,,,771,481,Yes,350,Yes,Yes
YGR144W,Exception,No,,,,326,,,,,
YGR145W,Cytonuclear,No,,,,707,,,,,
YGR146C,Cytonuclear,No,,,,211,,,,,
YGR146C-A,Exception,No,,Independent,,53,,,,,
YGR147C,mito,No,,,,288,,,,,
YGR148C,Cytonuclear,No,,,,155,,,,,
YGR149W,TMD,No,114,,,432,318,Yes,230,No,Yes
YGR150C,mito,No,,,,864,,,,,
YGR152C,Cytonuclear,No,,,,272,,,,,
YGR153W,Cytonuclear,No,,,,217,,,,,
YGR154C,Cytonuclear,No,,,,356,,,,,
YGR155W,Cytonuclear,No,,,,507,,,,,
YGR156W,Exception,No,,,,425,,,,,
YGR157W,TMD,No,55,Dependent,No,869,814,Yes,124,No,Yes
YGR158C,Cytonuclear,No,,,,250,,,,,
YGR159C,Cytonuclear,No,,,,414,,,,,
YGR161C,Cytonuclear,No,,,,263,,,,,
YGR161C-C,Cytonuclear,No,,,,440,,,,,
YGR161C-D,Cytonuclear,No,,,,1755,,,,,
YGR161W-A,Cytonuclear,No,,,,438,,,,,
YGR161W-B,Cytonuclear,No,,,,1770,,,,,
YGR161W-C,Cytonuclear,No,,,,92,,,,,
YGR162W,Cytonuclear,No,,,,952,,,,,
YGR163W,Cytonuclear,No,,,,341,,,,,
YGR165W,mito,No,,,,345,,,,,
YGR166W,Cytonuclear,No,,,,560,,,,,
YGR167W,Cytonuclear,No,,,,233,,,,,
YGR168C,Exception,No,,Dependent,,376,,,,,
YGR169C,Cytonuclear,No,,,,404,,,,,
YGR169C-A,Cytonuclear,No,,,,92,,,,,
YGR170W,Cytonuclear,No,,,,1138,,,,,
YGR171C,mito,No,,,,575,,,,,
YGR172C,TMD,No,111,,No,248,137,Yes,166,No,No
YGR173W,Cytonuclear,No,,,,368,,,,,
YGR174C,mito,No,,,,170,,,,,
YGR174W-A,Cytonuclear,No,,,,28,,,,,
YGR175C,Exception,No,,,No,496,,,,,
YGR177C,Cytonuclear,No,,,,535,,,,,
YGR178C,Exception,No,,,,722,,,,,
YGR179C,Cytonuclear,No,,,,406,,,,,
YGR180C,Cytonuclear,No,,,,345,,,,,
YGR181W,Cytonuclear,No,,,,105,,,,,
YGR183C,mito,No,,,,66,,,,,
YGR184C,Exception,No,,,,1950,,,,,
YGR185C,Cytonuclear,No,,,,394,,,,,
YGR186W,Cytonuclear,No,,,,735,,,,,
YGR187C,Cytonuclear,No,,,,394,,,,,
YGR188C,Cytonuclear,No,,,,1021,,,,,
YGR189C,SS,Yes,6,Independent,Yes,507,501,No,,,Yes
YGR191W,TMD,No,94,,Yes,603,509,Yes,249,No,Yes
YGR192C,Exception,No,,,,332,,,,,
YGR193C,mito,No,,,,410,,,,,
YGR194C,Cytonuclear,No,,,,600,,,,,
YGR195W,Cytonuclear,No,,,,246,,,,,
YGR196C,Cytonuclear,No,,,,817,,,,,
YGR197C,TMD,No,109,,,547,438,No,,,Yes
YGR198W,Cytonuclear,No,,,,817,,,,,
YGR199W,TMD,No,157,,No,759,602,No,,,Yes
YGR200C,Cytonuclear,No,,,,788,,,,,
YGR201C,Cytonuclear,No,,,,225,,,,,
YGR202C,Cytonuclear,No,,,,424,,,,,
YGR203W,Cytonuclear,No,,,,148,,,,,
YGR204C-A,Exception,No,,,,37,,,,,
YGR204W,Cytonuclear,No,,,,946,,,,,
YGR205W,Cytonuclear,No,,,,290,,,,,
YGR206W,Cytonuclear,No,,,,101,,,,,
YGR207C,mito,No,,,,261,,,,,
YGR208W,Cytonuclear,No,,,,309,,,,,
YGR209C,Cytonuclear,No,,,,104,,,,,
YGR210C,Cytonuclear,No,,,,411,,,,,
YGR211W,Cytonuclear,No,,,,486,,,,,
YGR212W,Cytonuclear,No,,,,468,,,,,
YGR213C,TMD,No,15,Dependent,,317,302,,,,
YGR214W,Cytonuclear,No,,,,252,,,,,
YGR215W,mito,No,,,,110,,,,,
YGR216C,TMD,No,187,,,609,422,No,,,Yes
YGR217W,Exception,No,,,,2039,,,,,
YGR218W,Cytonuclear,No,,,,1084,,Yes,853,,
YGR220C,mito,No,,,,269,,,,,
YGR221C,TMD,No,38,Dependent,,622,584,,,,
YGR222W,mito,No,,,,293,,,,,
YGR223C,Cytonuclear,No,,,,448,,,,,
YGR224W,TMD,No,65,,,613,548,,,,
YGR225W,Cytonuclear,No,,,,593,,,,,
YGR227W,TMD,No,36,Dependent,No,525,489,Yes,95,Yes,Yes
YGR229C,Cytonuclear,No,,,,505,,,,,
YGR230W,Cytonuclear,No,,,,137,,,,,
YGR231C,mito,No,,,,310,,,,,
YGR232W,Cytonuclear,No,,,,228,,,,,
YGR233C,Cytonuclear,No,,,,1178,,,,,
YGR234W,Cytonuclear,No,,,,399,,,,,
YGR235C,mito,No,,,,233,,,,,
YGR236C,TMD,No,20,,,95,75,,,,
YGR237C,Cytonuclear,No,,,,785,,,,,
YGR238C,Cytonuclear,No,,,,882,,,,,
YGR239C,Cytonuclear,No,,,,288,,,,,
YGR240C,Cytonuclear,No,,,,987,,,,,
YGR240C-A,Cytonuclear,No,,,,66,,,,,
YGR241C,Cytonuclear,No,,,,568,,,,,
YGR243W,mito,No,,,,146,,,,,
YGR244C,mito,No,,,,427,,,,,
YGR245C,Exception,No,,,,767,,,,,
YGR246C,Cytonuclear,No,,,,596,,,,,
YGR247W,Cytonuclear,No,,,,239,,,,,
YGR248W,Cytonuclear,No,,,,255,,,,,
YGR249W,Cytonuclear,No,,,,456,,,,,
YGR250C,Cytonuclear,No,,,,781,,,,,
YGR251W,Cytonuclear,No,,,,196,,,,,
YGR252W,Cytonuclear,No,,,,439,,,,,
YGR253C,Cytonuclear,No,,,,260,,,,,
YGR254W,Cytonuclear,No,,,,437,,,,,
YGR255C,mito,No,,,,479,,,,,
YGR256W,Exception,No,,,,492,,,,,
YGR257C,mito,No,,,,366,,,,,
YGR258C,Cytonuclear,No,,,,1031,,,,,
YGR260W,Exception,No,,,Yes,534,,,,,
YGR261C,Cytonuclear,No,,,,809,,,,,
YGR262C,Cytonuclear,No,,,,261,,,,,
YGR263C,TMD,No,45,Dependent,,424,379,No,,,Yes
YGR264C,Exception,No,,,,751,,,,,
YGR266W,Cytonuclear,No,,,,701,,,,,
YGR267C,Cytonuclear,No,,,,243,,,,,
YGR268C,Cytonuclear,No,,,,198,,,,,
YGR270W,Cytonuclear,No,,,,1379,,,,,
YGR271C-A,Cytonuclear,No,,,,233,,,,,
YGR271W,Cytonuclear,No,,,,1967,,,,,
YGR273C,Cytonuclear,No,,,,174,,,,,
YGR274C,Cytonuclear,No,,,,1066,,,,,
YGR275W,Cytonuclear,No,,,,157,,,,,
YGR276C,Cytonuclear,No,,,,553,,,,,
YGR277C,Cytonuclear,No,,,,305,,,,,
YGR278W,Exception,No,,,,577,,,,,
YGR279C,SS,No,6,Independent,Yes,386,380,No,,,Yes
YGR280C,Cytonuclear,No,,,,271,,,,,
YGR281W,Exception,No,,,Yes,1477,,,,,
YGR282C,SS,No,7,Independent,Yes,313,306,No,,,Yes
YGR283C,Cytonuclear,No,,,,341,,,,,
YGR284C,Exception,No,,,No,310,,,,,
YGR285C,Cytonuclear,No,,,,433,,,,,
YGR286C,mito,No,,,,375,,,,,
YGR287C,Cytonuclear,No,,,,589,,,,,
YGR288W,Cytonuclear,No,,,,473,,,,,
YGR289C,Exception,No,,,,616,,,,,
YGR292W,Cytonuclear,No,,,,584,,,,,
YGR294W,SS,No,4,Independent,,120,116,,,,
YGR295C,TMD,No,45,Dependent,No,381,336,,,,
YGR296W,Exception,No,,,,1852,,,,,
YHL001W,Cytonuclear,No,,,,138,,,,,
YHL002W,Cytonuclear,No,,,,452,,,,,
YHL003C,TMD,No,82,,Yes,411,329,Yes,180,No,Yes
YHL004W,mito,No,,,,394,,,,,
YHL006C,Cytonuclear,No,,,,150,,,,,
YHL007C,Cytonuclear,No,,,,939,,,,,
YHL008C,TMD,No,32,Dependent,,627,595,Yes,151,No,Yes
YHL009C,Cytonuclear,No,,,,330,,,,,
YHL009W-A,Cytonuclear,No,,,,413,,,,,
YHL009W-B,Cytonuclear,No,,,,1802,,,,,
YHL010C,Cytonuclear,No,,,,585,,,,,
YHL011C,Cytonuclear,No,,,,320,,,,,
YHL012W,Cytonuclear,No,,,,493,,,,,
YHL013C,Cytonuclear,No,,,,307,,,,,
YHL014C,mito,No,,,,405,,,,,
YHL015W,Cytonuclear,No,,,,121,,,,,
YHL015W-A,Cytonuclear,No,,,,27,,,,,
YHL016C,TMD,No,12,Dependent,,735,723,,,,
YHL017W,SSTMD,No,4,Independent,No,532,528,Yes,61,Yes,Yes
YHL018W,mito,No,,,,120,,,,,
YHL019C,Cytonuclear,No,,,,605,,,,,
YHL020C,Cytonuclear,No,,,,404,,,,,
YHL021C,mito,No,,,,465,,,,,
YHL022C,Cytonuclear,No,,,,398,,,,,
YHL023C,Exception,No,,,,1146,,,,,
YHL024W,Cytonuclear,No,,,,713,,,,,
YHL025W,Cytonuclear,No,,,,332,,,,,
YHL026C,TMD,No,20,Dependent,,315,295,Yes,88,Yes,Yes
YHL027W,Cytonuclear,No,,,,625,,,,,
YHL028W,SSTMD,No,10,Independent,,605,595,No,,,Yes
YHL029C,Cytonuclear,No,,,,679,,,,,
YHL030W,Cytonuclear,No,,,,1868,,,,,
YHL031C,TA,No,204,,No,223,19,,,,
YHL032C,mito,No,,,,709,,,,,
YHL033C,Cytonuclear,No,,,,256,,,,,
YHL034C,Cytonuclear,No,,,,294,,,,,
YHL035C,TMD,No,28,Dependent,,1592,1564,,,,
YHL036W,TMD,No,64,,,546,482,,,,
YHL038C,mito,No,,,,630,,,,,
YHL039W,Cytonuclear,No,,,,585,,,,,
YHL040C,TMD,No,71,,Yes,627,556,No,,,Yes
YHL042W,SS,No,24,Independent,,150,126,,,,
YHL043W,TMD,No,49,Dependent,,170,121,,,,
YHL044W,TMD,No,44,Dependent,,235,191,,,,
YHL046C,SS,No,4,Independent,,120,116,,,,
YHL047C,Exception,No,,,,620,,,,,
YHL048C-A,Cytonuclear,No,,,,44,,,,,
YHL048W,TMD,No,46,Independent,,381,335,,,,
YHL049C,Cytonuclear,No,,,,271,,,,,
YHL050C,Exception,No,,,,690,,,,,
YHR001W,Cytonuclear,No,,,,437,,,,,
YHR001W-A,mito,No,,,,77,,,,,
YHR002W,mito,No,,,,357,,,,,
YHR003C,mito,No,,,,429,,,,,
YHR004C,TMD,No,86,,,446,360,Yes,141,Yes,Yes
YHR005C,Cytonuclear,No,,,,472,,,,,
YHR005C-A,Cytonuclear,No,,,,93,,,,,
YHR006W,Cytonuclear,No,,,,541,,,,,
YHR007C,TMD,No,29,Dependent,No,530,501,Yes,83,No,Yes
YHR007C-A,TA,No,21,Dependent,,71,50,,,,
YHR008C,mito,No,,,,233,,,,,
YHR009C,Exception,No,,,,523,,,,,
YHR010W,Cytonuclear,No,,,,136,,,,,
YHR011W,mito,No,,,,446,,,,,
YHR012W,Cytonuclear,No,,,,282,,,,,
YHR013C,Cytonuclear,No,,,,238,,,,,
YHR014W,Cytonuclear,No,,,,291,,,,,
YHR015W,Cytonuclear,No,,,,659,,,,,
YHR016C,Exception,No,,,,468,,,,,
YHR017W,Cytonuclear,No,,,,385,,,,,
YHR018C,Cytonuclear,No,,,,463,,,,,
YHR019C,Cytonuclear,No,,,,554,,,,,
YHR020W,Cytonuclear,No,,,,688,,,,,
YHR021C,Cytonuclear,No,,,,82,,,,,
YHR021W-A,TMD,No,11,Dependent,,151,140,,,,
YHR022C,Cytonuclear,No,,,,256,,,,,
YHR022C-A,Cytonuclear,No,,,,29,,,,,
YHR023W,Cytonuclear,No,,,,1928,,,,,
YHR024C,mito,No,,,,482,,,,,
YHR025W,Cytonuclear,No,,,,357,,,,,
YHR026W,TMD,No,20,Dependent,No,213,193,Yes,98,No,Yes
YHR027C,Cytonuclear,No,,,,993,,,,,
YHR028C,TMD,No,27,Dependent,No,818,791,No,,,Yes
YHR029C,Cytonuclear,No,,,,294,,,,,
YHR030C,Cytonuclear,No,,,,484,,,,,
YHR031C,Exception,No,,,,723,,,,,
YHR032W,TMD,No,171,,Yes,581,410,Yes,339,No,Yes
YHR033W,Cytonuclear,No,,,,423,,,,,
YHR034C,Cytonuclear,No,,,,344,,,,,
YHR035W,Cytonuclear,No,,,,630,,,,,
YHR036W,TMD,No,299,,,471,172,No,,,No
YHR037W,mito,No,,,,575,,,,,
YHR038W,mito,No,,,,230,,,,,
YHR039C,Exception,No,,Dependent,No,644,,,,,
YHR039C-A,Cytonuclear,No,,,,114,,,,,
YHR040W,Cytonuclear,No,,,,366,,,,,
YHR041C,Cytonuclear,No,,,,210,,,,,
YHR042W,Exception,No,,Dependent,No,691,,,,,
YHR043C,Cytonuclear,No,,,,246,,,,,
YHR044C,Cytonuclear,No,,,,246,,,,,
YHR045W,SS,No,4,Dependent,No,560,556,Yes,59,Yes,Yes
YHR046C,Cytonuclear,No,,,,295,,,,,
YHR047C,Cytonuclear,No,,,,856,,,,,
YHR048W,TMD,No,73,,,514,441,,,,
YHR049W,Cytonuclear,No,,,,243,,,,,
YHR050W,Exception,No,,,No,549,,,,,
YHR050W-A,Cytonuclear,No,,,,56,,,,,
YHR051W,mito,No,,,,148,,,,,
YHR052W,Cytonuclear,No,,,,376,,,,,
YHR053C,Cytonuclear,No,,,,61,,,,,
YHR054C,Cytonuclear,No,,,,354,,,,,
YHR055C,Cytonuclear,No,,,,61,,,,,
YHR056C,Exception,No,,,,883,,,,,
YHR057C,SS,No,3,Independent,No,205,202,No,,,Yes
YHR058C,Cytonuclear,No,,,,295,,,,,
YHR059W,mito,No,,,,130,,,,,
YHR060W,Cytonuclear,No,,,,181,,,,,
YHR061C,Cytonuclear,No,,,,314,,,,,
YHR062C,Cytonuclear,No,,,,293,,,,,
YHR063C,SS,No,7,,,379,372,No,,,Yes
YHR064C,Cytonuclear,No,,,,538,,,,,
YHR065C,Cytonuclear,No,,,,501,,,,,
YHR066W,Exception,No,,,,453,,,,,
YHR067W,mito,No,,,,280,,,,,
YHR068W,Cytonuclear,No,,,,387,,,,,
YHR069C,Cytonuclear,No,,,,359,,,,,
YHR070W,Cytonuclear,No,,,,499,,,,,
YHR071W,Cytonuclear,No,,,,229,,,,,
YHR072W,Cytonuclear,No,,,,731,,,,,
YHR072W-A,Cytonuclear,No,,,,58,,,,,
YHR073W,Cytonuclear,No,,,,996,,,,,
YHR074W,Cytonuclear,No,,,,714,,,,,
YHR075C,Cytonuclear,No,,,,400,,,,,
YHR076W,Cytonuclear,No,,,,343,,,,,
YHR077C,Cytonuclear,No,,,,1089,,,,,
YHR078W,Exception,No,,Independent,,552,,,,,
YHR079C,Exception,No,,Independent,,1115,,,,,
YHR079C-A,Cytonuclear,No,,,,91,,,,,
YHR080C,Exception,No,,,,1345,,,,,
YHR081W,Cytonuclear,No,,,,184,,,,,
YHR082C,Cytonuclear,No,,,,1029,,,,,
YHR083W,mito,No,,,,329,,,,,
YHR084W,Cytonuclear,No,,,,688,,,,,
YHR085W,Cytonuclear,No,,,,334,,,,,
YHR086W,Cytonuclear,No,,,,523,,,,,
YHR086W-A,Exception,No,,,,53,,,,,
YHR087W,Cytonuclear,No,,,,111,,,,,
YHR088W,Cytonuclear,No,,,,295,,,,,
YHR089C,Cytonuclear,No,,,,205,,,,,
YHR090C,Cytonuclear,No,,,,282,,,,,
YHR091C,Cytonuclear,No,,,,643,,,,,
YHR092C,TMD,No,66,,,576,510,,,,
YHR094C,TMD,No,60,,Yes,570,510,No,,,Yes
YHR096C,TMD,No,83,,,592,509,,,,
YHR097C,Cytonuclear,No,,,,366,,,,,
