uniprot,gene,name
P48322,C36E8.1,
Q09317,F34H10.4,
Q09310,F21H12.2,
Q09450,C05C10.3,
Q688C0,F33D4.8,mrps-24
P46572,C18F10.6,srg-3
P54129,C18F10.8,srg-7
Q19040,E02H4.4,
P06125,C04F6.1,vit-5
G5EGI7,K10C3.3,zig-1
Q11187,C05D11.8,
P41952,D1044.4,
P34447,F54F2.2/F54F2.3/F54F2.4,
P41882,F37A4.4,
Q9XXD7,Y48A6A.1,zig-5
Q9NA26,Y87G2A.10,vps-28
Q22180,T04H1.7,ugt-55
Q09382,ZK945.6,
P34657,ZK632.12,
P91303,F46F11.5,vha-10
P30631,ZK637.14,
Q11081,B0563.5,
Q09340,W02B3.3,
Q23525,ZK546.14,
Q09374,ZK177.8,
Q09375,ZK177.9,
Q09366,ZK1320.5,
Q11181,C05D10.4,
P34668,ZK686.2,
Q95017,F29B9.6,ubc-9
P34692,T01G9.2,
P48459,C23G10.1,
Q22701,T23F2.4,
P90986,B0432.5,cat-2
P90850,F26E4.3,
Q22122,T03G11.3,
O45944,Y45F10C.4,
Q10904,AH9.1,
Q10912,B0034.4,
Q09464,C16C10.8,
Q09301,EEED8.12,
Q18262,C27F2.7,
P34703,T04A8.14,emb-5
Q18006,C15B12.1,
P53015,F31E3.4,
Q23238,Y38A8.3,ulp-2
Q09362,ZK1307.4,
P34645,ZK512.7,
Q09964,B0244.4,
Q03605,T02C1.1,
Q09269,C34C12.4,
Q11175,C04F6.2,
P34655,ZK632.10,
Q11176,C04F6.4,unc-78
Q22639,T21C9.2,vps-54
Q11182,C05D11.2,vps-16
O16207,F29A7.6,
O02485,ZK1073.1,
Q9U3R0,C08F11.12,
Q21041,F59F3.5,ver-4
Q09318,F36G3.2,
O01789,F28B3.7,him-1
Q09466,C16C10.12,wht-3
Q10942,B0310.6,
Q10927,B0302.4,
Q10658,M142.1,unc-119
P34307,C06G4.1,
P42083,B0280.11,
Q03573,C40H1.3,
Q7Z118,B0361.11,
Q10035,F15G9.3,
Q09231,C09F5.1,
Q11115,C03B1.9,
Q09238,C18H9.6,
Q8TA81,ZK328.6,
O18191,W10C6.1,mat-2
Q9U3C8,H38K22.2,dcn-1
Q22017,R53.1,flad-1
P34299,C06E1.4,glr-1
Q10661,ZK863.6,dpy-30
P91285,F27C1.8,dpy-5
F3Y5P4,Y51A2D.15,grdn-1
Q94261,K08F11.3,cif-1
P34301,C06E1.6,fipr-16
Q19967,F32D8.6,emo-1
Q23310,ZC412.2,gcy-14
Q19849,F28B12.2,egl-44
P52018,T01B7.4,cyn-11
G5EBV0,F22E12.4,egl-9
Q20772,F54D5.7,
O01974,C41D11.2,eif-3.H
Q09410,K10D2.4,emb-1
P34640,ZK512.2,
P34339,C27D11.1,egl-45
O62179,F21H7.9,gcy-20
Q09446,C04A2.7,dnj-5
Q21924,R11A8.2,gkow-1
P52009,Y49A3A.5,cyn-1
Q9XU42,C06A12.4,gcy-27
P34281,C02F5.4,cids-1
O45599,H02I12.1,cbd-1
O76373,F56H1.5,ccpp-1
Q94126,ZK909.4,ces-2
H2KZB2,Y55F3BR.8,lem-4
Q18007,C15B12.5,gar-1
P41990,K08D9.3,apx-1
Q23361,ZC513.5,algn-12
P53489,K07C5.1,arx-2
Q20027,F35C8.5,
Q95YF3,C07H6.5,cgh-1
Q8T8B9,Y71D11A.3,acsd-1
O02326,T23D8.8,cfi-1
G5EGA5,W02A2.1,fat-2
Q18321,C30B5.5,daf-37
Q8I4N4,B0240.3,daf-11
Q18331,C30G4.3,gcy-11
Q18253,C27C12.7,dpf-2
P34580,T26G10.1,
Q19187,F08B1.2,gcy-12
Q23045,T22B7.1,egl-13
Q9XVZ8,Y54G11A.11,
P41992,B0280.1,ggtb-1
Q11085,C01C10.1,clc-2
Q20595,F49E10.5,ctbp-1
O01615,T19H12.2,
Q27514,T10B9.2,cyp-13A5
Q9NB31,F14H12.4,cst-1
P45963,T09A5.3,acr-7
Q09544,F58F12.1,
O76554,T26H10.1,des-2
Q86D25,C54C6.6,
P91200,EGAP9.2,fut-2
Q9N3Q8,Y48G1A.3,daf-25
Q20224,F40F4.2,lbp-2
O01814,W02D3.7,lbp-5
Q18691,C47E8.4,
Q93244,C17G1.7,cysl-1
P90755,C27A7.3,
Q09456,C09G5.5,col-80
Q9XWH8,Y57A10B.3,btb-14
Q95XA8,Y20F4.2,crtc-1
Q86S40,C50D2.7,
Q22756,T24H7.4,blos-4
Q09242,C28H8.1,bcl-7
P37209,K10B3.9,mai-1
Q94417,ZK858.3,clec-91
G5EBZ8,C01C7.1,ark-1
P90846,F25H9.4,bath-39
Q95QW0,C17G10.9,eif-3.L
P41847,T20B12.7,
Q20819,F55C5.5,tsfm-1
Q27536,ZK1058.3,
P90920,K07A12.2,egg-6
Q19264,F09E5.3,
Q23116,W01C9.4,decr-1.2
Q09437,B0495.2,cdk-11.1
Q93635,F29G6.2,ccdc-149
Q27504,K05G3.3,cah-3
A0A1N7SYS3,C24G6.8,
Q18515,C38H2.2,
Q19202,F08C6.6,apy-1
Q18581,C42D8.5,acn-1
Q22230,T05C12.3,decr-1.3
Q23221,W08D2.4,fat-3
A3QMC8,C42C1.5,tag-335
O01767,T21E3.1,egg-4
Q22235,T05E11.3,enpl-1
Q6I6D4,C04C3.5,dyf-3
Q9XX11,Y39A1A.21,
O44739,F57B10.11,bag-1
P34393,F09G8.8,clec-160
V6CJ04,C43G2.2,bicd-1
Q18803,C53B7.4,asg-2
Q18510,C38D4.8,arl-6
Q9XW42,W06D4.4,prmt-7
P53993,B0361.8,algn-11
O45782,T12D8.4,arrd-17
P45961,T09A5.1,cex-2
Q10131,F56D1.6,cex-1
Q17766,C06H2.4,folt-1
G5EFS4,Y113G7A.9,dcs-1
P17657,F30B5.1,dpy-13
Q03574,C40H1.4,elo-4
P28548,T01G9.6,kin-10
Q19787,F25H8.6,bed-3
G5EG38,F10B5.6,emb-27
O17554,BE10.2,agmo-1
G5EFD9,DY3.7,sup-17
Q23272,ZC376.7,atfs-1
Q21086,K01C8.9,nst-1
Q19802,F26A1.2,fkh-5
Q09473,C28H8.4,erd-2.2
P51875,C26C6.2,goa-1
Q9U2H9,Y41E3.10,eef-1B.2
Q86MP3,Y39A1A.1,epg-6
Q9XUP3,pgn-69 T16G1.11,eif-3.K
Q20678,F52E4.7,sec-3
P34666,ZK652.9,coq-5
Q9N3Z3,Y39H10A.7,chk-1
O17386,F08F1.5,ced-8
P55956,H22K11.1,asp-3
Q20605,F49E11.3,amt-2
P91143,C37H5.2,abhd-5.1
P46578,C34E10.3,gop-1
G5EEE1,T05A7.5,fut-6
Q9XVJ2,T03F6.3,
O44186,F33D4.4,
H2L0Q3,Y41G9A.4,gbb-1
Q9TYU9,F58B6.2,exc-6
O16581,C33C12.8,gba-2
P34641,ZK512.3,ced-11
G5EG14,W03H9.4,cacn-1
P51485,F53H8.2,arr-1
O17624,F02C12.5,cyp-13B1
Q9NF14,Y105E8B.4,bath-40
Q968A5,C50F4.14,nstp-10
P92172,B0412.2,daf-7
O01705,K01G5.6,rib-2
Q10655,C33D3.1,elt-2
O61394,H38K22.5,gly-6
Q20223,F40F4.3,lbp-1
Q23092,ZK742.5,lbp-4
Q8WQA4,Y105E8A.22,exc-4
Q9TY03,F59G1.7,frh-1
P24893,MTCE.26,ctc-1
O01422,B0025.2,csn-2
P34652,ZK632.6,cnx-1
P18334,B0205.7,kin-3
Q21018,F59A2.3,cri-3
O01975,C41D11.5,cmt-1
Q21984,R13F6.8,clec-158
Q21184,F55C10.3,col-155
Q9U2Y2,Y113G7B.16,cdkr-3
P48180,F25G6.3,acr-16
Q23022,F21F3.5,unc-38
O17953,LLC1.3,dld-1
Q9TXN8,CELE_T22H9.4 T22H9.4,dmd-8
P91003,B0554.5 CELE_B0554.5,
Q19379,CELE_F13B9.6 F13B9.6,cutl-29
A0A2C9C336,C35A11.3 CELE_C35A11.3,
Q9XVB2,CELE_F01D5.7 F01D5.7,
A5A8P9,CELE_Y55F3C.3 Y55F3C.3,kvs-5
Q7YX56,C38H2.3 CELE_C38H2.3,
Q1HB02,CELE_W07G4.5 W07G4.5,
Q95Y67,CELE_Y119D3B.17 Y119D3B.17,pes-4
Q21764,CELE_R05H5.4 R05H5.4,
Q20668,CELE_F52E10.2 F52E10.2,
D5MNM9,CELE_F28D9.4 F28D9.4,
Q9U2Z8,CELE_Y106G6H.9 Y106G6H.9,
F3NWW4,CELE_R52.9 R52.9,math-37
P91551,CELE_ZC239.8 ZC239.8,sri-51
A0A168H489,CELE_D2063.4 D2063.4,irld-1
U4PDZ2,CELE_T26C12.3 T26C12.3,
Q5FC73,CELE_F54D5.5 F54D5.5,
Q9NAH9,CELE_Y45F10B.14 Y45F10B.14,srd-10
H2KZ58,C32E8.6 CELE_C32E8.6,
A0A0K3AWN6,CELE_Y105E8A.25 Y105E8A.25,
Q9N3W8,CELE_Y46C8AL.2 Y46C8AL.2,clec-174
F5GUD9,CELE_F59C6.18 F59C6.18,
O61216,CELE_F58H7.3 F58H7.3,lgc-30
A4UVK7,C45B11.6 CELE_C45B11.6,
Q9XUA7,CELE_ZK896.6 ZK896.6,clec-187
A0A0K3AU53,CELE_R13A5.11 R13A5.11,
O62311,CELE_M01G12.4 M01G12.4,srw-111
Q22653,CELE_T21E8.4 T21E8.4,
Q27GT3,CELE_F29B9.4 F29B9.4,psr-1
P91566,CELE_ZK354.6 ZK354.6,
Q9XVG5,CELE_W02D9.8 W02D9.8,
Q7YX46,CELE_E04D5.5 E04D5.5,
Q21378,CELE_K09C4.7 K09C4.7,
Q4W4Z7,CELE_T24E12.12 T24E12.12,
Q2V4U2,CELE_F26G1.10 F26G1.10,
A0A061AD26,CELE_F32B5.6 F32B5.6,
G5EGM0,CELE_H32K21.1 H32K21.1,nlp-82
M1ZJT3,CELE_M04C3.1 M04C3.1,
G5EFE8,CELE_T13H5.1 T13H5.1,
B5U8N8,C25F9.10 CELE_C25F9.10,
A0A061ACS6,CELE_T11G6.8 T11G6.8,rbm-22
Q9NAD9,CELE_Y51H4A.10 Y51H4A.10,fip-7
H2KZY4,CELE_Y58G8A.4 Y58G8A.4,npr-5
Q9GYR0,C49H3.9 CELE_C49H3.9,
Q93413,CELE_D2005.5 D2005.5,drh-3
B2MZB1,C46A5.3 CELE_C46A5.3,col-14
Q23543,CELE_ZK593.7 ZK593.7,lsm-7
Q8WSN9,CELE_Y41D4B.7 Y41D4B.7,nhr-87
Q9U200,CELE_Y60A3A.3 Y60A3A.3,srh-183
O02291,CELE_T02E1.6 T02E1.6,
Q9TZE3,CELE_W04C9.5 W04C9.5,
O44500,CELE_R02D3.4 R02D3.4,ints-13
O76670,CELE_H10E21.4 H10E21.4,
O01556,CELE_F47B3.7 F47B3.7,
Q20225,CELE_F40F4.1 F40F4.1,fbxb-71
O45452,CELE_F35E8.6 F35E8.6,
G5EE62,CELE_F12F6.1 F12F6.1,
G5ECC9,CELE_K11B4.1 K11B4.1,mrps-27
Q21377,CELE_K09C4.9 K09C4.9,
Q18375,C33D9.4 CELE_C33D9.4,sru-35
O62274,CELE_F58G1.6 F58G1.6,arrd-10
Q18483,C35D10.6 CELE_C35D10.6,
Q9XWM8,CELE_Y43F8C.17 Y43F8C.17,
Q9N4B2,CELE_Y77E11A.10 Y77E11A.10,clp-6
Q86NJ3,CELE_W03F11.6 W03F11.6,afd-1
Q9XWN1,CELE_Y43F8C.6 Y43F8C.6,
Q9XTY9,CELE_R03E1.2 R03E1.2,vha-20
Q65ZB8,C36A4.9 CELE_C36A4.9,acs-19
J7S122,CELE_F54E4.1 F54E4.1,rbc-1
Q19818,CELE_F26F4.7 F26F4.7,nhl-2
Q9N5X1,C39B5.12 CELE_C39B5.12,srd-65
Q8MNW1,CELE_T08B2.5 T08B2.5,rbm-5
Q21667,CELE_R03G5.3 R03G5.3,irld-13
Q9N5T3,CELE_F45D11.13 F45D11.13,fbxb-30
Q95Y56,CELE_Y64H9A.2 Y64H9A.2,
C1P641,CELE_K08C7.3 K08C7.3,epi-1
Q4W528,CELE_W02D7.2 W02D7.2,clec-218
Q20046,CELE_F35D2.4 F35D2.4,mks-3
Q19559,CELE_F18E3.1 F18E3.1,srxa-4
H2L0G1,CELE_K12C11.3 K12C11.3,
H9G2U8,B0001.7 CELE_B0001.7,
Q95XB9,CELE_Y82E9BL.14 Y82E9BL.14,fbxa-80
A0A131MCL1,CELE_T22F3.3 T22F3.3,pygl-1
C6KRM9,CELE_F36H2.6 F36H2.6,
Q9XWM2,CELE_Y38F1A.8 Y38F1A.8,
U4PBG0,CELE_Y53F4B.11 Y53F4B.11,
C7IVR7,CELE_H10E21.1 H10E21.1,
Q8MYN4,CELE_Y39B6A.25 Y39B6A.25,
Q22297,CELE_T07C5.5 T07C5.5,nhr-26
Q7YX95,C34C12.9 CELE_C34C12.9,
H8W3W8,C41H7.5 CELE_C41H7.5,lido-10
C3JXE7,CELE_F40G9.19 F40G9.19,
G1K0U7,B0416.11 CELE_B0416.11,
D5SH00,CELE_Y39B6A.48 Y39B6A.48,hot-2
Q9U8C9,CELE_T11F1.6 T11F1.6,irld-49
U4PFD5,CELE_F18A1.3 F18A1.3,lir-1
O16917,CELE_F10D2.8 F10D2.8,
Q8MPY0,CELE_T05G5.12 T05G5.12,dao-6
Q7JKQ3,CELE_K12G11.6 K12G11.6,
Q9U2Y1,CELE_Y113G7B.1 Y113G7B.1,fbxa-116
A0A238UKL7,CELE_K05F1.6 K05F1.6,
Q9XUU8,CELE_K05C4.5 K05C4.5,
Q18200,C26B9.3 CELE_C26B9.3,
Q8T3G7,CELE_F32B5.6 F32B5.6,
Q9BKU2,CELE_Y37E3.11 Y37E3.11,pcyt-2.1
O45866,CELE_T27F6.1 T27F6.1,
A5JVN7,,lad-2
Q9TYJ5,CELE_Y49F6C.6 Y49F6C.6,
G5EEH1,CELE_F32H5.7 F32H5.7,twk-43
Q09409,CELE_K10D2.3 K10D2.3,cid-1
Q93700,CELE_F37B1.7 F37B1.7,gst-18
U4PBI7,CELE_Y37E11AL.7 Y37E11AL.7,map-1
Q93717,CELE_F43G9.3 F43G9.3,slc-25a42
A0A2C9C399,CELE_F49E2.1 F49E2.1,
H1UBJ5,CELE_Y47D3A.32 Y47D3A.32,
E0AHC2,C33A11.4 CELE_C33A11.4,svh-5
Q7YWS3,CELE_W05E10.5 W05E10.5,
I2HAE1,CELE_Y38F2AR.3 Y38F2AR.3,
A0A0K3ATX0,C50D2.6 CELE_C50D2.6,
A0A4V0ILQ1,CELE_F34H10.4 F34H10.4,
Q23042,CELE_T22B7.3 T22B7.3,
Q17412,B0001.3 CELE_B0001.3,
Q18445,C34D4.12 CELE_C34D4.12,cyn-12
Q20789,CELE_F54F7.2 F54F7.2,
Q18952,CELE_D1054.12 D1054.12,srh-184
Q93802,CELE_F58A3.3 F58A3.3,
Q9N3G2,CELE_Y53G8AR.7 Y53G8AR.7,
E2JL04,C25A1.7 CELE_C25A1.7,iars-2
A0A0S4XR69,CELE_M01E11.7 M01E11.7,tns-1
H2L0M8,CELE_W08E12.8 W08E12.8,
Q8ITW4,CELE_H09G03.2 H09G03.2,frm-8
A0A1J1DNA2,,cC4ST
G5EC51,CELE_K05D4.9 K05D4.9,
Q4W5S9,CELE_Y49F6B.13 Y49F6B.13,
U4PAQ0,CELE_K11H12.9 K11H12.9,
Q8I4I5,CELE_F47B8.9 F47B8.9,srm-6
D3YT56,CELE_F58B3.5 F58B3.5,mars-1
P91020,C07D8.6 CELE_C07D8.6,
Q23535,CELE_ZK563.1 ZK563.1,slcf-2
Q22958,CELE_F10G2.7 F10G2.7,
Q93544,CELE_F20G2.1 F20G2.1,
H2KMM3,CELE_Y51H4A.938 Y51H4A.938,
Q9GYT6,CELE_F35F10.2 F35F10.2,srbc-3
W6RS06,C48A7.2 CELE_C48A7.2,pitr-1
G3MU36,CELE_F07B10.4 F07B10.4,
O16657,C03H5.3 CELE_C03H5.3,
P91051,C16C8.12 CELE_C16C8.12,
Q6F6K3,CELE_F53E10.2 F53E10.2,acr-17
Q965M0,CELE_R13D11.10 R13D11.10,
Q19684,CELE_F21D5.6 F21D5.6,
A8WFK6,CELE_R03G5.5 R03G5.5,gpx-7
Q688B2,C11D2.6 CELE_C11D2.6,unc-77
O18212,CELE_Y53C12A.3 Y53C12A.3,
Q18385,C33F10.8 CELE_C33F10.8,
S6FWP2,CELE_Y75B8A.35 Y75B8A.35,zip-1
Q95QN2,CELE_F01F1.7 F01F1.7,ddx-23
Q20608,CELE_F49E11.9 F49E11.9,scl-1
O16301,CELE_T05C3.4 T05C3.4,grl-18
V6CIW4,CELE_Y95B8A.10 Y95B8A.10,pde-6
A0A2X0RQ66,CELE_F39D8.1 F39D8.1,pqn-36
Q23429,CELE_ZK1251.1 ZK1251.1,htas-1
Q4W5T1,CELE_Y14H12A.2 Y14H12A.2,
P90876,CELE_F46F3.2 F46F3.2,lgc-44
A0A0K3AVC3,C05E4.15 CELE_C05E4.15,
Q5WRP2,C11H1.9 CELE_C11H1.9,
O44606,CELE_R09B5.5 R09B5.5,pqn-54
Q21806,CELE_R07B7.16 R07B7.16,nhr-209
Q22529,CELE_T16G12.6 T16G12.6,
Q9XX42,CELE_Y38H6C.20 Y38H6C.20,
V6CLJ4,C53D5.4 CELE_C53D5.4,ztf-3
Q5F4V3,C02A12.9 CELE_C02A12.9,srbc-31
O17034,CELE_T15B7.13 T15B7.13,dmsr-15
O44670,C14C6.6 CELE_C14C6.6,
Q7YX12,CELE_F49A5.9 F49A5.9,clec-32
H2L082,CELE_F56A6.2 F56A6.2,hum-7
Q8MQ19,CELE_F57B7.1 F57B7.1,dmsr-1
V6CJI0,CELE_F42C5.4 F42C5.4,
I7LFE2,CELE_F54D12.6 F54D12.6,rog-1
O17963,CELE_M01B2.10 M01B2.10,
U4PMQ4,CELE_Y66H1A.8 Y66H1A.8,
A0A0K3AQW3,B0432.7 CELE_B0432.7,
D3DEL7,CELE_Y105C5B.21 Y105C5B.21,jac-1
C1P659,CELE_W01F3.3 W01F3.3,mlt-11
Q3S1I8,CELE_F25H5.3 F25H5.3,pyk-1
V6CLG8,CELE_Y22D7AL.5 Y22D7AL.5,hsp-60
H2KZA7,CELE_R148.1 R148.1,mks-1
Q22588,CELE_T19D7.1 T19D7.1,lgc-32
Q8WTM1,CELE_Y41D4A.3 Y41D4A.3,
O17890,CELE_F55B11.4 F55B11.4,
O17626,C31C9.2 CELE_C31C9.2,
Q22163,CELE_T04F8.3 T04F8.3,
A0A0K3AWT1,C04A2.3 CELE_C04A2.3,egl-27
Q9N456,CELE_Y34D9A.6 Y34D9A.6,glrx-10
O62418,CELE_Y26E6A.1 Y26E6A.1,ekl-5
Q19058,CELE_E04F6.3 E04F6.3,maoc-1
O01434,B0207.11 CELE_B0207.11,
Q93551,CELE_F21G4.3 F21G4.3,
Q95QY8,C02F5.11 CELE_C02F5.11,tsp-2
Q22667,CELE_T22C1.7 T22C1.7,jph-1
Q23173,CELE_W05E10.1 W05E10.1,
D0G904,C30F12.5 CELE_C30F12.5,
Q9U2I5,CELE_Y41C4A.7 Y41C4A.7,
P91204,CELE_F02C9.2 F02C9.2,
K8FDY8,CELE_ZK228.4 ZK228.4,
A5PEX3,CELE_Y43F8B.15 Y43F8B.15,
G5EBN3,C47E8.2 CELE_C47E8.2,srh-17
A0A168H3P3,C17E7.7 CELE_C17E7.7,nhr-159
Q23661,CELE_ZK899.5 ZK899.5,
A7LPD6,CELE_T02C5.3 T02C5.3,igcm-3
Q95Q10,CELE_Y62E10A.13 Y62E10A.13,
G5ED15,CELE_K10B3.1 K10B3.1,
Q19239,CELE_F09B9.1 F09B9.1,oac-14
Q9XW60,CELE_Y75B8A.33 Y75B8A.33,
B3GWC3,CELE_ZC518.3 ZC518.3,ccr-4
A0A1C3NSS7,CELE_K04G11.5 K04G11.5,irk-3
Q18303,C29F4.2 CELE_C29F4.2,best-7
A7LPH7,CELE_D1081.10 D1081.10,
C8JQS7,C18D11.10 CELE_C18D11.10,
Q95Y95,CELE_M04F3.5 M04F3.5,
Q9BKS6,CELE_Y82E9BR.6 Y82E9BR.6,
Q8I4D8,CELE_Y41C4A.4 Y41C4A.4,crh-1
A0A2K5ATY9,C09B7.2 CELE_C09B7.2,
D7SFP2,CELE_R11G10.1 R11G10.1,avr-15
Q9N479,CELE_Y1B5A.1 Y1B5A.1,
Q21804,CELE_R07B7.14 R07B7.14,nhr-207
A0A3B1E639,C04F5.2 CELE_C04F5.2,
Q18481,C35D10.8 CELE_C35D10.8,
A0A1N7SYT0,CELE_T02C5.5 T02C5.5,unc-2
L8EC35,CELE_R11D1.1 R11D1.1,
Q9XW25,CELE_Y18D10A.1 Y18D10A.1,attf-6
L8E717,CELE_T10G3.4 T10G3.4,
O01852,CELE_F32B5.3 F32B5.3,
Q9XUH5,C32H11.6 CELE_C32H11.6,
A0A0K3ASI3,CELE_F52F10.4 F52F10.4,oac-32
H2L0B3,CELE_K02E10.4 K02E10.4,
Q93893,CELE_M02B1.4 M02B1.4,
E0R7K4,CELE_Y113G7B.28 Y113G7B.28,
Q20693,CELE_F53A9.8 F53A9.8,
Q9GZD5,C04F5.3 CELE_C04F5.3,unc-46
Q95YB1,CELE_F28A10.5 F28A10.5,
Q95QM7,CELE_F07H5.13 F07H5.13,
O16506,C03A7.11 CELE_C03A7.11,ugt-51
Q9XUV6,CELE_F59D12.3 F59D12.3,
A6ZJ74,C02C6.3 CELE_C02C6.3,lron-3
Q21046,CELE_F59F5.3 F59F5.3,
A0A0K3AS90,B0348.4 CELE_B0348.4,egl-8
G5EFV6,C01G12.8 CELE_C01G12.8,catp-4
O16654,C03H5.4 CELE_C03H5.4,
G5ED85,CELE_R06C1.6 R06C1.6,
Q18028,C15H9.8 CELE_C15H9.8,prx-3
Q9N432,CELE_Y38C1AA.9 Y38C1AA.9,
Q336L1,B0205.13 CELE_B0205.13,
Q9TYX9,CELE_M57.1 M57.1,
Q95QP1,CELE_E04F6.14 E04F6.14,srd-56
Q19806,CELE_F26A10.1 F26A10.1,nlp-61
A0A163VU95,CELE_Y45G5AM.2 Y45G5AM.2,pid-5
H2KZ17,C34F11.9 CELE_C34F11.9,dsh-1
A0A0K3AUI3,C24H12.4 CELE_C24H12.4,
Q9U3N2,C38D9.7 CELE_C38D9.7,fbxa-174
A0A0K3AXT4,CELE_F48G7.6 F48G7.6,srt-17
D1MN72,CELE_K01A6.7 K01A6.7,
Q9XVV6,CELE_K08C7.7 K08C7.7,
A7DTF7,CELE_Y66D12A.16 Y66D12A.16,
Q7Z148,CELE_Y47G6A.30 Y47G6A.30,
O44453,C04C3.6 CELE_C04C3.6,
O01549,CELE_F40E3.2 F40E3.2,mage-1
B5U8P1,CELE_D1086.2 D1086.2,
I2HAJ7,C29A12.4 CELE_C29A12.4,nrx-1
Q22135,CELE_T04A8.6 T04A8.6,nifk-1
Q9XTU4,CELE_Y49E10.17 Y49E10.17,fbxa-218
A3QMA6,C50E10.8 CELE_C50E10.8,sre-56
Q18536,C39E9.9 CELE_C39E9.9,col-132
U4PMB9,CELE_Y37E11AL.6 Y37E11AL.6,fmil-1
Q95ZM9,C05D9.9 CELE_C05D9.9,
Q20880,CELE_F56D5.1 F56D5.1,col-121
D0G910,CELE_Y17G9B.11 Y17G9B.11,
O01564,CELE_F47C10.4 F47C10.4,nhr-187
A0A4V0IN19,C11E4.8 CELE_C11E4.8,
Q7JM79,CELE_R53.3 R53.3,egl-43
Q23313,CELE_ZC434.3 ZC434.3,
A0A061AJ06,CELE_ZK897.1 ZK897.1,unc-31
O76400,CELE_F36F12.5 F36F12.5,clec-207
O18047,CELE_T06C12.12 T06C12.12,
Q8MQ41,CELE_F47D12.1 F47D12.1,gar-2
Q22771,CELE_T25B9.8 T25B9.8,
Q18946,CELE_D1054.8 D1054.8,
O45281,C31A11.4 CELE_C31A11.4,srbc-82
Q7JLB0,CELE_W06A7.3 W06A7.3,ret-1
Q95Y28,CELE_Y34B4A.9 Y34B4A.9,
O62258,CELE_F53F8.5 F53F8.5,
Q9GPA1,CELE_F48E3.4 F48E3.4,
Q9GZD9,CELE_F49F1.10 F49F1.10,
Q9NA53,CELE_Y73F8A.19 Y73F8A.19,cpna-4
H2KZ40,CELE_Y110A7A.9 Y110A7A.9,
H9G2R9,CELE_F08B12.4 F08B12.4,
L8E912,CELE_Y37A1C.1 Y37A1C.1,nkcc-1
Q56VZ1,CELE_F28H6.8 F28H6.8,
H9G2Y4,CELE_T26H10.1 T26H10.1,des-2
A0A4V0IJD5,CELE_F49E2.5 F49E2.5,
O02303,CELE_T07D10.3 T07D10.3,
O02227,C48D1.1 CELE_C48D1.1,
G3MU24,CELE_ZC455.7 ZC455.7,sre-20
Q9TZ02,CELE_F58E2.5 F58E2.5,
G4SBR5,CELE_EGAP1.1 EGAP1.1,
A5JYR1,C06C3.9 CELE_C06C3.9,
Q5WRL8,C35D6.10 CELE_C35D6.10,srz-71
A0A061AKY5,CELE_F27C8.4 F27C8.4,spp-18
O62263,CELE_F54B3.1 F54B3.1,
Q8I4B3,CELE_ZC518.1 ZC518.1,best-22
Q21601,CELE_M88.2 M88.2,mrps-34
A0A2I2LDV4,CELE_W06H8.8 W06H8.8,ttn-1
Q9XVG3,CELE_W05B2.6 W05B2.6,col-92
Q7JP54,CELE_T12C9.5 T12C9.5,nhr-109
Q7YX23,CELE_F15G9.6 F15G9.6,
P91004,B0554.4 CELE_B0554.4,
O45170,CELE_F37B4.8 F37B4.8,srw-4
C5VUJ6,CELE_Y64G10A.10 Y64G10A.10,
Q9XWS3,CELE_Y106G6H.4 Y106G6H.4,madf-10
G5EDD0,CELE_M04C3.1 M04C3.1,
C8JQQ4,CELE_ZC239.13 ZC239.13,
Q18258,C27F2.5 CELE_C27F2.5,vps-22
Q9NF11,CELE_Y105E8B.5 Y105E8B.5,hprt-1
Q18570,C42D4.5 CELE_C42D4.5,str-1
Q19614,CELE_F20A1.9 F20A1.9,tofu-2
Q20635,CELE_F52A8.3 F52A8.3,
Q1ZXU1,CELE_ZK863.9 ZK863.9,clec-224
P91544,CELE_ZC204.12 ZC204.12,
Q18658,C46C2.3 CELE_C46C2.3,
Q7YTQ1,C47A10.12 CELE_C47A10.12,
Q8MXU8,CELE_K08D12.6 K08D12.6,
H9G2T2,CELE_M7.2 M7.2,klc-1
Q22011,CELE_R186.2 R186.2,srd-35
Q45EK3,CELE_R03E9.3 R03E9.3,abts-4
E3W719,CELE_F07C3.16 F07C3.16,
Q7JPJ3,CELE_ZK84.7 ZK84.7,ins-20
Q9XV85,CELE_F20E11.2 F20E11.2,srsx-2
Q56VY3,CELE_Y87G2A.20 Y87G2A.20,
Q7YWU6,CELE_R07B1.11 R07B1.11,
Q2YS43,CELE_Y113G7B.5 Y113G7B.5,fog-2
Q23621,CELE_ZK829.4 ZK829.4,gdh-1
O45586,CELE_F56H6.8 F56H6.8,clec-18
P91114,C32B5.15 CELE_C32B5.15,
C6S3L6,CELE_T07H3.8 T07H3.8,
A0A061AJI9,CELE_K08C7.3 K08C7.3,epi-1
A0A4V6Z7Z2,CELE_H40L08.9 H40L08.9,
F5GU95,C34E7.1 CELE_C34E7.1,pqn-18
Q19604,CELE_F19H6.3 F19H6.3,
Q9N575,CELE_Y17G9B.9 Y17G9B.9,memi-1
Q9XVG4,CELE_W05B2.4 W05B2.4,dhc-4
Q7Z1Q7,CELE_Y82E9BR.17 Y82E9BR.17,
H9G338,CELE_T03D8.4 T03D8.4,grl-14
Q60F72,CELE_Y54G2A.38 Y54G2A.38,
H2KYE3,CELE_F26F12.5 F26F12.5,
B5BM47,CELE_T03D8.6 T03D8.6,
Q18928,CELE_D1022.2 D1022.2,
